Game,Step,Mean,SE,Num_Trials,Mean_Wall_Clock_Time,Cumulative_Wall_Clock_Time
freeway_horizon100,2,25.400000000000002,1.87794213613377,5,48.8,134.36
freeway_horizon100,3,25.400000000000002,1.87794213613377,5,47.28,181.65
freeway_horizon100,4,25.866666666666667,1.6950909513454826,5,51.27,232.91
freeway_horizon100,5,26.6,1.3678856352455462,5,52.64,285.55
freeway_horizon100,6,26.666666666666668,1.35400640077266,5,52.61,338.16
freeway_horizon100,7,26.666666666666668,1.35400640077266,5,50.88,389.03
freeway_horizon100,8,26.666666666666668,1.35400640077266,5,54.17,443.2
freeway_horizon100,9,26.73333333333333,1.3224556283251583,5,50.89,494.09
freeway_horizon100,10,26.73333333333333,1.3224556283251583,5,56.5,550.59
freeway_horizon100,11,26.73333333333333,1.3224556283251583,5,54.24,604.83
freeway_horizon100,12,27.2,1.579732748143038,5,56.71,661.54
freeway_horizon100,13,27.2,1.579732748143038,5,54.04,715.58
freeway_horizon100,14,27.2,1.579732748143038,5,55.98,771.56
freeway_horizon100,15,27.2,1.579732748143038,5,57.24,828.8
freeway_horizon100,16,27.2,1.579732748143038,5,58.67,887.47
freeway_horizon100,17,27.2,1.579732748143038,5,57.65,945.12
freeway_horizon100,18,27.2,1.579732748143038,5,55.31,1000.43
freeway_horizon100,19,27.2,1.579732748143038,5,56.09,1056.52
freeway_horizon100,20,27.2,1.579732748143038,5,55.47,1111.99
freeway_horizon100,21,27.2,1.579732748143038,5,54.63,1166.62
freeway_horizon100,22,27.2,1.579732748143038,5,56.87,1223.49
freeway_horizon100,23,27.2,1.579732748143038,5,60.41,1283.9
freeway_horizon100,24,27.2,1.579732748143038,5,47.25,1331.15
freeway_horizon100,25,27.2,1.579732748143038,5,56.05,1387.19
freeway_horizon100,26,27.2,1.579732748143038,5,57.68,1444.87
freeway_horizon100,27,27.2,1.579732748143038,5,56.25,1501.12
freeway_horizon100,28,27.2,1.579732748143038,5,55.31,1556.43
freeway_horizon100,29,27.2,1.579732748143038,5,56.24,1612.68
pong,0,-20.5,0.1581138830084193,5,99.91,99.91
pong,1,-17.32,2.8318545160371493,5,122.13,222.04
pong,2,-17.259999999999998,2.8155994033242724,5,112.66,334.7
pong,3,-17.18,2.795424833544984,5,127.94,462.64
pong,4,-12.959999999999999,3.234439673266453,5,156.03,618.66
pong,5,-12.959999999999999,3.234439673266453,5,159.32,777.99
pong,6,-3.4,6.523802572120037,5,198.75,976.74
pong,7,-3.4,6.523802572120037,5,192.36,1169.1
pong,8,3.6,7.379701890998037,5,221.41,1390.51
pong,9,3.6,7.379701890998037,5,229.29,1573.94
pong,10,7.6,4.822862220714998,5,259.89,1729.88
pong,11,12.0,4.024922359499621,5,191.29,1844.65
pong,12,12.0,4.024922359499621,5,269.04,1952.27
pong,13,12.0,4.024922359499621,5,230.02,2044.27
pong,14,12.0,4.024922359499621,5,377.84,2195.41
pong,15,12.0,4.024922359499621,5,195.94,2273.79
pong,16,12.0,4.024922359499621,5,254.71,2375.67
pong,17,12.0,4.024922359499621,5,254.75,2477.57
pong,18,12.0,4.024922359499621,5,141.5,2534.17
pong,19,12.0,4.024922359499621,5,153.9,2595.73
pong,20,12.0,4.024922359499621,5,0.0,2595.73
pong_horizon1,0,-20.22,0.12806248474865708,5,63.01,63.01
pong_horizon1,1,-20.22,0.12806248474865708,5,74.17,137.18
pong_horizon1,2,-14.16,6.041324358118839,5,105.48,242.67
pong_horizon1,3,-10.0,6.486293240364638,5,122.39,365.06
pong_horizon1,4,-5.76,6.206899386972533,5,136.28,501.33
pong_horizon1,5,-5.359999999999999,6.311703415085344,5,147.02,648.35
pong_horizon1,6,-5.159999999999999,6.372880039668094,5,152.17,800.52
pong_horizon1,7,-5.159999999999999,6.372880039668094,5,179.2,979.73
pong_horizon1,8,1.7600000000000002,5.83760224749854,5,189.56,1169.28
pong_horizon1,9,1.7600000000000002,5.83760224749854,5,166.24,1335.52
pong_horizon1,10,5.8,2.4576411454889016,5,0.0,1335.52
pong_horizon1,11,5.8,2.4576411454889016,5,0.0,1335.52
pong_horizon1,12,5.8,2.4576411454889016,5,0.0,1335.52
pong_horizon1,13,5.8,2.4576411454889016,5,0.0,1335.52
pong_horizon1,14,5.8,2.4576411454889016,5,0.0,1335.52
pong_horizon1,15,5.8,2.4576411454889016,5,0.0,1335.52
pong_horizon1,16,5.8,2.4576411454889016,5,0.0,1335.52
pong_horizon1,17,5.8,2.4576411454889016,5,0.0,1335.52
pong_horizon1,18,5.8,2.4576411454889016,5,0.0,1335.52
pong_horizon1,19,5.8,2.4576411454889016,5,0.0,1335.52
pong_horizon1,20,5.8,2.4576411454889016,5,0.0,1335.52
qbert_horizon1,0,40.0,34.09545424246463,5,35.42,35.42
qbert_horizon1,1,240.0,90.69178573608527,5,24.46,59.88
qbert_horizon1,2,315.0,97.66012492312305,5,30.42,90.3
qbert_horizon1,3,415.0,75.24958471646205,5,29.33,119.63
qbert_horizon1,4,500.0,17.67766952966369,5,22.54,142.17
qbert_horizon1,5,510.0,12.74754878398196,5,24.73,166.9
qbert_horizon1,6,515.0,12.74754878398196,5,23.82,190.72
qbert_horizon1,7,525.0,17.67766952966369,5,26.05,216.77
qbert_horizon1,8,525.0,17.67766952966369,5,25.34,242.11
qbert_horizon1,9,525.0,17.67766952966369,5,25.79,267.9
qbert_horizon1,10,530.0,16.583123951776997,5,31.14,299.04
qbert_horizon1,11,545.0,9.354143466934854,5,26.32,325.36
qbert_horizon1,12,545.0,9.354143466934854,5,26.11,351.47
qbert_horizon1,13,550.0,7.905694150420948,5,25.55,377.02
qbert_horizon1,14,555.0,5.0,5,26.02,403.04
qbert_horizon1,15,555.0,5.0,5,26.34,429.38
qbert_horizon1,16,560.0,6.123724356957945,5,27.43,456.8
qbert_horizon1,17,560.0,6.123724356957945,5,26.98,483.78
qbert_horizon1,18,560.0,6.123724356957945,5,26.34,510.11
qbert_horizon1,19,560.0,6.123724356957945,5,26.02,536.13
qbert_horizon1,20,560.0,6.123724356957945,5,27.58,563.71
qbert_horizon1,21,560.0,6.123724356957945,5,28.85,592.56
qbert_horizon1,22,560.0,6.123724356957945,5,29.84,622.4
qbert_horizon1,23,560.0,6.123724356957945,5,28.52,650.92
qbert_horizon1,24,560.0,6.123724356957945,5,26.45,677.36
qbert_horizon1,25,560.0,6.123724356957945,5,25.78,703.15
qbert_horizon1,26,560.0,6.123724356957945,5,26.14,729.29
qbert_horizon1,27,560.0,6.123724356957945,5,27.42,756.71
qbert_horizon1,28,560.0,6.123724356957945,5,27.28,783.99
qbert_horizon1,29,560.0,6.123724356957945,5,27.37,811.36
qbert_horizon100,0,100.0,76.23975340988453,5,42.81,42.81
qbert_horizon100,1,180.0,95.0,5,38.68,81.48
qbert_horizon100,2,190.0,91.37833441248532,5,40.28,121.76
qbert_horizon100,3,300.0,88.74119674649424,5,36.44,158.2
qbert_horizon100,4,300.0,88.74119674649424,5,34.66,192.86
qbert_horizon100,5,300.0,88.74119674649424,5,35.23,228.08
qbert_horizon100,6,380.0,85.2936105461599,5,35.22,263.3
qbert_horizon100,7,390.0,89.30285549745875,5,39.54,302.85
qbert_horizon100,8,390.0,89.30285549745875,5,37.88,340.72
qbert_horizon100,9,390.0,89.30285549745875,5,32.91,373.63
qbert_horizon100,10,390.0,89.30285549745875,5,42.82,416.45
qbert_horizon100,11,485.0,94.07443861113389,5,40.15,456.6
qbert_horizon100,12,485.0,94.07443861113389,5,33.18,489.78
qbert_horizon100,13,485.0,94.07443861113389,5,44.08,533.86
qbert_horizon100,14,485.0,94.07443861113389,5,42.11,575.97
qbert_horizon100,15,485.0,94.07443861113389,5,42.39,618.36
qbert_horizon100,16,485.0,94.07443861113389,5,41.2,659.56
qbert_horizon100,17,485.0,94.07443861113389,5,44.78,704.34
qbert_horizon100,18,485.0,94.07443861113389,5,41.84,746.17
qbert_horizon100,19,485.0,94.07443861113389,5,42.44,788.61
qbert_horizon100,20,500.0,96.8245836551854,5,41.46,830.07
qbert_horizon100,21,500.0,96.8245836551854,5,42.13,872.2
qbert_horizon100,22,505.0,98.2344135219425,5,42.48,914.69
qbert_horizon100,23,505.0,98.2344135219425,5,48.07,962.75
qbert_horizon100,24,505.0,98.2344135219425,5,43.28,1006.04
qbert_horizon100,25,505.0,98.2344135219425,5,39.35,1045.39
qbert_horizon100,26,505.0,98.2344135219425,5,40.06,1085.44
qbert_horizon100,27,505.0,98.2344135219425,5,41.17,1126.61
qbert_horizon100,28,505.0,98.2344135219425,5,42.67,1169.28
qbert_horizon100,29,505.0,98.2344135219425,5,46.78,1216.07
seaquest_horizon1,0,12.0,4.898979485566356,5,45.29,45.29
seaquest_horizon1,1,92.0,25.76819745345025,5,39.49,84.78
seaquest_horizon1,2,100.0,20.97617696340303,5,36.4,121.18
seaquest_horizon1,3,116.0,19.390719429665317,5,40.68,161.86
seaquest_horizon1,4,124.0,21.354156504062622,5,39.31,201.17
seaquest_horizon1,5,124.0,21.354156504062622,5,34.81,235.99
seaquest_horizon1,6,124.0,21.354156504062622,5,34.69,270.68
seaquest_horizon1,7,124.0,21.354156504062622,5,36.36,307.04
seaquest_horizon1,8,124.0,21.354156504062622,5,35.73,342.77
seaquest_horizon1,9,128.0,22.449944320643645,5,36.74,379.51
seaquest_horizon1,10,128.0,22.449944320643645,5,32.0,411.52
seaquest_horizon1,11,128.0,22.449944320643645,5,32.88,444.4
seaquest_horizon1,12,128.0,22.449944320643645,5,32.14,476.54
seaquest_horizon1,13,128.0,22.449944320643645,5,33.34,509.87
seaquest_horizon1,14,128.0,22.449944320643645,5,35.22,545.1
seaquest_horizon1,15,128.0,22.449944320643645,5,32.96,578.06
seaquest_horizon1,16,128.0,22.449944320643645,5,32.27,610.32
seaquest_horizon1,17,128.0,22.449944320643645,5,32.26,642.58
seaquest_horizon1,18,128.0,22.449944320643645,5,32.19,674.78
seaquest_horizon1,19,128.0,22.449944320643645,5,33.29,708.07
seaquest_horizon1,20,128.0,22.449944320643645,5,33.12,741.18
seaquest_horizon1,21,128.0,22.449944320643645,5,33.55,774.74
seaquest_horizon1,22,128.0,22.449944320643645,5,37.51,812.24
seaquest_horizon1,23,128.0,22.449944320643645,5,33.84,846.08
seaquest_horizon1,24,128.0,22.449944320643645,5,32.95,879.03
seaquest_horizon1,25,128.0,22.449944320643645,5,34.61,913.64
seaquest_horizon1,26,128.0,22.449944320643645,5,33.23,946.87
seaquest_horizon1,27,128.0,22.449944320643645,5,33.0,979.87
seaquest_horizon1,28,128.0,22.449944320643645,5,34.68,1014.55
seaquest_horizon1,29,128.0,22.449944320643645,5,34.47,1049.02
seaquest_horizon100,0,20.0,12.649110640673516,5,45.75,45.75
seaquest_horizon100,1,68.0,28.705400188814647,5,50.8,96.56
seaquest_horizon100,2,68.0,28.705400188814647,5,38.99,135.55
seaquest_horizon100,3,68.0,28.705400188814647,5,47.32,182.87
seaquest_horizon100,4,72.0,27.27636339397171,5,42.98,225.84
seaquest_horizon100,5,72.0,27.27636339397171,5,42.36,268.21
seaquest_horizon100,6,88.0,27.27636339397171,5,39.43,307.64
seaquest_horizon100,7,88.0,27.27636339397171,5,40.78,348.41
seaquest_horizon100,8,92.0,26.5329983228432,5,39.77,388.18
seaquest_horizon100,9,92.0,26.5329983228432,5,33.21,414.75
seaquest_horizon100,10,92.0,26.5329983228432,5,40.25,446.94
seaquest_horizon100,11,92.0,26.5329983228432,5,33.79,473.98
seaquest_horizon100,12,92.0,26.5329983228432,5,39.13,505.28
seaquest_horizon100,13,92.0,26.5329983228432,5,35.38,533.59
seaquest_horizon100,14,92.0,26.5329983228432,5,38.47,564.36
seaquest_horizon100,15,92.0,26.5329983228432,5,38.25,594.96
seaquest_horizon100,16,92.0,26.5329983228432,5,36.71,624.33
seaquest_horizon100,17,92.0,26.5329983228432,5,39.97,656.3
seaquest_horizon100,18,92.0,26.5329983228432,5,36.8,685.74
seaquest_horizon100,19,92.0,26.5329983228432,5,40.22,717.92
seaquest_horizon100,20,92.0,26.5329983228432,5,35.89,746.63
seaquest_horizon100,21,92.0,26.5329983228432,5,36.94,776.18
seaquest_horizon100,22,92.0,26.5329983228432,5,42.14,809.89
seaquest_horizon100,23,92.0,26.5329983228432,5,38.45,840.65
seaquest_horizon100,24,92.0,26.5329983228432,5,42.51,874.66
seaquest_horizon100,25,92.0,26.5329983228432,5,39.43,906.2
seaquest_horizon100,26,92.0,26.5329983228432,5,38.48,936.98
seaquest_horizon100,27,92.0,26.5329983228432,5,44.18,972.33
seaquest_horizon100,28,92.0,26.5329983228432,5,43.9,1007.45
seaquest_horizon100,29,92.0,26.5329983228432,5,43.48,1042.23
space_invaders,0,570.0,0.0,5,98.9,98.9
space_invaders,1,570.0,0.0,5,108.42,207.32
space_invaders,2,570.0,0.0,5,109.67,317.0
space_invaders,3,640.0,69.99999999999999,5,101.27,418.26
space_invaders,4,640.0,69.99999999999999,5,93.94,512.2
space_invaders,5,640.0,69.99999999999999,5,108.15,620.36
space_invaders,6,640.0,69.99999999999999,5,126.36,746.71
space_invaders,7,640.0,69.99999999999999,5,137.46,884.17
space_invaders,8,652.0,68.0,5,96.34,980.51
space_invaders,9,676.0,64.9307323229917,5,154.48,1134.98
space_invaders,10,778.0,123.8305293536291,5,107.14,1242.12
space_invaders,11,778.0,123.8305293536291,5,96.68,1338.81
space_invaders,12,792.0,120.39102956615996,5,106.55,1445.35
space_invaders,13,835.0,107.56393447619885,5,118.02,1563.38
space_invaders,14,856.0,102.92472977861054,5,114.26,1677.63
space_invaders,15,908.0,76.42970626660815,5,97.77,1775.4
space_invaders,16,908.0,76.42970626660815,5,140.67,1916.07
space_invaders,17,908.0,76.42970626660815,5,104.12,1999.36
space_invaders,18,908.0,76.42970626660815,5,120.5,2095.76
space_invaders,19,929.0,71.01760345153869,5,86.15,2164.68
space_invaders,20,929.0,71.01760345153869,5,0.0,2164.68
space_invaders_horizon1,0,570.0,0.0,4,109.84,109.84
space_invaders_horizon1,1,570.0,0.0,4,109.97,219.81
space_invaders_horizon1,2,570.0,0.0,4,109.22,329.03
space_invaders_horizon1,3,570.0,0.0,4,93.14,422.18
space_invaders_horizon1,4,570.0,0.0,4,88.16,510.34
space_invaders_horizon1,5,570.0,0.0,4,95.58,605.92
space_invaders_horizon1,6,570.0,0.0,4,101.74,707.66
space_invaders_horizon1,7,570.0,0.0,4,98.9,806.56
space_invaders_horizon1,8,570.0,0.0,4,116.82,923.38
space_invaders_horizon1,9,570.0,0.0,4,85.35,1008.72
space_invaders_horizon1,10,570.0,0.0,4,0.0,1008.72
space_invaders_horizon1,11,570.0,0.0,4,0.0,1008.72
space_invaders_horizon1,12,570.0,0.0,4,0.0,1008.72
space_invaders_horizon1,13,570.0,0.0,4,0.0,1008.72
space_invaders_horizon1,14,570.0,0.0,4,0.0,1008.72
space_invaders_horizon1,15,570.0,0.0,4,0.0,1008.72
space_invaders_horizon1,16,570.0,0.0,4,0.0,1008.72
space_invaders_horizon1,17,570.0,0.0,4,0.0,1008.72
space_invaders_horizon1,18,570.0,0.0,4,0.0,1008.72
space_invaders_horizon1,19,570.0,0.0,4,0.0,1008.72
space_invaders_horizon1,20,570.0,0.0,4,0.0,1008.72
